リンク,漢字,仮名
http://www.wikidata.org/entity/Q206882,市警,しけい
http://www.wikidata.org/entity/Q207326,頂上,ちょうじょう
http://www.wikidata.org/entity/Q207549,退位,たいい
http://www.wikidata.org/entity/Q207894,純潔,じゅんけつ
http://www.wikidata.org/entity/Q207932,冬至,とうじ
http://www.wikidata.org/entity/Q211198,観客,かんきゃく
http://www.wikidata.org/entity/Q212071,学長,がくちょう
http://www.wikidata.org/entity/Q212469,土産,みやげ
http://www.wikidata.org/entity/Q212743,表皮,ひょうひ
http://www.wikidata.org/entity/Q213454,砂場,すなば
http://www.wikidata.org/entity/Q213458,接語,せつご
http://www.wikidata.org/entity/Q214796,等号,とうごう
http://www.wikidata.org/entity/Q215058,木刀,ぼくとう
http://www.wikidata.org/entity/Q215536,商人,しょうにん
http://www.wikidata.org/entity/Q218198,聖水,せいすい
http://www.wikidata.org/entity/Q219803,合板,ごうはん
http://www.wikidata.org/entity/Q220404,末口,すえくち
http://www.wikidata.org/entity/Q223694,戦象,せんぞう
http://www.wikidata.org/entity/Q226952,構成,こうせい
http://www.wikidata.org/entity/Q230216,圧縮,あっしゅく
http://www.wikidata.org/entity/Q231700,集合,しゅうごう
http://www.wikidata.org/entity/Q233731,時間,じかん
http://www.wikidata.org/entity/Q233991,区間,くかん
http://www.wikidata.org/entity/Q240429,広島,ひろしま
http://www.wikidata.org/entity/Q243170,文楽,ぶんらく
http://www.wikidata.org/entity/Q244532,里部,さとぶ
http://www.wikidata.org/entity/Q244879,門部,もんぶ
http://www.wikidata.org/entity/Q247700,界層,かいそう
http://www.wikidata.org/entity/Q250947,張定,ちょうてい
http://www.wikidata.org/entity/Q253590,九度,きゅうど
http://www.wikidata.org/entity/Q253623,特許,とっきょ
http://www.wikidata.org/entity/Q254390,相似,そうじ
http://www.wikidata.org/entity/Q258003,暴動,ぼうどう
http://www.wikidata.org/entity/Q258362,幼虫,ようちゅう
http://www.wikidata.org/entity/Q260840,軍使,ぐんし
http://www.wikidata.org/entity/Q264714,詩学,しがく
http://www.wikidata.org/entity/Q272921,悪地,あくち
http://www.wikidata.org/entity/Q273186,変性,へんせい
http://www.wikidata.org/entity/Q277231,八調,はちちょう
http://www.wikidata.org/entity/Q277629,複塩,ふくえん
http://www.wikidata.org/entity/Q278257,景県,けいけん
http://www.wikidata.org/entity/Q279752,歌台,うただい
http://www.wikidata.org/entity/Q285076,朝敵,ちょうてき
http://www.wikidata.org/entity/Q293690,音部,おとぶ
http://www.wikidata.org/entity/Q293764,東風,ひがしかぜ
http://www.wikidata.org/entity/Q295346,頂点,ちょうてん
http://www.wikidata.org/entity/Q295934,鼻部,はなぶ
http://www.wikidata.org/entity/Q300561,四季,しき
http://www.wikidata.org/entity/Q301897,船首,せんしゅ
http://www.wikidata.org/entity/Q302885,木田,きだ
http://www.wikidata.org/entity/Q311367,国歌,こっか
http://www.wikidata.org/entity/Q319604,旅客,りょきゃく
http://www.wikidata.org/entity/Q321839,協定,きょうてい
http://www.wikidata.org/entity/Q331114,国民,こくみん
http://www.wikidata.org/entity/Q331854,輸率,ゆりつ
http://www.wikidata.org/entity/Q333150,安宿,やすやど
http://www.wikidata.org/entity/Q335101,京劇,きょうげき
http://www.wikidata.org/entity/Q335140,河童,かっぱ
http://www.wikidata.org/entity/Q336273,母国,ぼこく
http://www.wikidata.org/entity/Q338057,逆元,ぎゃくげん
http://www.wikidata.org/entity/Q340015,直示,ちょくじ
http://www.wikidata.org/entity/Q345746,受信,じゅしん
http://www.wikidata.org/entity/Q347938,三島,みしま
http://www.wikidata.org/entity/Q351699,羽黒,はぐろ
http://www.wikidata.org/entity/Q352910,原田,はらだ
http://www.wikidata.org/entity/Q353213,高松,たかまつ
http://www.wikidata.org/entity/Q354060,水野,みずの
http://www.wikidata.org/entity/Q354733,定規,じょうぎ
http://www.wikidata.org/entity/Q355145,計時,けいじ
http://www.wikidata.org/entity/Q356243,水和,すいわ
http://www.wikidata.org/entity/Q358652,熟議,じゅくぎ
http://www.wikidata.org/entity/Q362165,教科,きょうか
http://www.wikidata.org/entity/Q366128,栄西,えいさい
http://www.wikidata.org/entity/Q368182,坂本,さかもと
http://www.wikidata.org/entity/Q371946,将軍,しょうぐん
http://www.wikidata.org/entity/Q372941,告白,こくはく
http://www.wikidata.org/entity/Q372948,色相,しきそう
http://www.wikidata.org/entity/Q376431,色名,しきめい
http://www.wikidata.org/entity/Q384580,台車,だいしゃ
http://www.wikidata.org/entity/Q385184,大神,だいじん
http://www.wikidata.org/entity/Q385193,大川,おおかわ
http://www.wikidata.org/entity/Q388715,皇子,おうじ
http://www.wikidata.org/entity/Q388766,成王,せいおう
http://www.wikidata.org/entity/Q396568,服従,ふくじゅう
http://www.wikidata.org/entity/Q398880,前庭,ぜんてい
http://www.wikidata.org/entity/Q402171,中央,ちゅうおう
http://www.wikidata.org/entity/Q411482,感染,かんせん
http://www.wikidata.org/entity/Q411931,半田,はんだ
http://www.wikidata.org/entity/Q412984,大門,だいもん
http://www.wikidata.org/entity/Q413038,星野,ほしの
http://www.wikidata.org/entity/Q415121,矢島,やじま
http://www.wikidata.org/entity/Q415639,赤松,あかまつ
http://www.wikidata.org/entity/Q416499,連山,れんざん
http://www.wikidata.org/entity/Q417144,太和,たいわ
http://www.wikidata.org/entity/Q417175,王国,おうこく
http://www.wikidata.org/entity/Q418418,強直,きょうちょく
http://www.wikidata.org/entity/Q419139,野田,のだ
http://www.wikidata.org/entity/Q419807,北海,ほっかい
http://www.wikidata.org/entity/Q419810,世宗,せいそう
http://www.wikidata.org/entity/Q420361,小川,おがわ
http://www.wikidata.org/entity/Q420618,王宮,おうきゅう
http://www.wikidata.org/entity/Q421646,飯島,いいじま
http://www.wikidata.org/entity/Q421911,上川,かみかわ
http://www.wikidata.org/entity/Q422679,太陽,たいよう
http://www.wikidata.org/entity/Q423168,武田,たけだ
http://www.wikidata.org/entity/Q423188,平田,ひらた
http://www.wikidata.org/entity/Q424857,大字,おおあざ
http://www.wikidata.org/entity/Q426339,王宮,おうきゅう
http://www.wikidata.org/entity/Q428148,規制,きせい
http://www.wikidata.org/entity/Q428602,予科,よか
http://www.wikidata.org/entity/Q434207,田漢,でんかん
http://www.wikidata.org/entity/Q434429,列子,れっし
http://www.wikidata.org/entity/Q441120,王潔,おうきよし
http://www.wikidata.org/entity/Q445686,変色,へんしょく
http://www.wikidata.org/entity/Q445882,市川,いちかわ
http://www.wikidata.org/entity/Q446149,海部,かいふ
http://www.wikidata.org/entity/Q446420,春日,かすが
http://www.wikidata.org/entity/Q452027,幕下,まくした
http://www.wikidata.org/entity/Q452581,君主,くんしゅ
http://www.wikidata.org/entity/Q464599,手紙,てがみ
http://www.wikidata.org/entity/Q464859,色気,いろけ
http://www.wikidata.org/entity/Q465327,責任,せきにん
http://www.wikidata.org/entity/Q465825,誕生,たんじょう
http://www.wikidata.org/entity/Q465891,自切,じせつ
http://www.wikidata.org/entity/Q465924,犬学,いぬがく
http://www.wikidata.org/entity/Q467988,再生,さいせい
http://www.wikidata.org/entity/Q468767,孫休,そんきゅう
http://www.wikidata.org/entity/Q471993,死神,しにがみ
http://www.wikidata.org/entity/Q472898,乳母,うば
http://www.wikidata.org/entity/Q476112,身長,しんちょう
http://www.wikidata.org/entity/Q480310,窓税,まどぜい
http://www.wikidata.org/entity/Q483528,辺山,へんやま
http://www.wikidata.org/entity/Q485009,英祖,えいそ
http://www.wikidata.org/entity/Q488001,断口,だんくち
http://www.wikidata.org/entity/Q488085,厚意,こうい
http://www.wikidata.org/entity/Q488383,客体,きゃくたい
http://www.wikidata.org/entity/Q492895,南日,なんにち
http://www.wikidata.org/entity/Q493659,定宗,ていそう
http://www.wikidata.org/entity/Q493702,成宗,せいしゅう
http://www.wikidata.org/entity/Q493797,宣宗,せんそう
http://www.wikidata.org/entity/Q494446,紅玉,こうぎょく
http://www.wikidata.org/entity/Q495411,神弓,かみゆみ
http://www.wikidata.org/entity/Q495483,外島,そとしま
http://www.wikidata.org/entity/Q498331,建福,けんぷく
http://www.wikidata.org/entity/Q502261,無音,むおん
http://www.wikidata.org/entity/Q502371,西湖,さいこ
http://www.wikidata.org/entity/Q505371,無性,むしょう
http://www.wikidata.org/entity/Q523224,米飯,べいはん
http://www.wikidata.org/entity/Q525155,面会,めんかい
http://www.wikidata.org/entity/Q538295,合流,ごうりゅう
http://www.wikidata.org/entity/Q542923,王宮,おうきゅう
http://www.wikidata.org/entity/Q549561,橋立,はしだて
http://www.wikidata.org/entity/Q551067,北周,ほくしゅう
http://www.wikidata.org/entity/Q552737,康公,やすしこう
http://www.wikidata.org/entity/Q559003,退化,たいか
http://www.wikidata.org/entity/Q569469,北区,きたく
http://www.wikidata.org/entity/Q572902,春海,しゅんかい
http://www.wikidata.org/entity/Q573344,主流,しゅりゅう
http://www.wikidata.org/entity/Q574827,反米,はんべい
http://www.wikidata.org/entity/Q575573,氷山,ひょうざん
http://www.wikidata.org/entity/Q577185,海退,かいたい
http://www.wikidata.org/entity/Q580333,宣王,せんおう
http://www.wikidata.org/entity/Q581473,方便,ほうべん
http://www.wikidata.org/entity/Q582477,磁覚,じかく
http://www.wikidata.org/entity/Q583473,算木,さんぎ
http://www.wikidata.org/entity/Q592176,司馬,しば
http://www.wikidata.org/entity/Q592442,予後,よご
http://www.wikidata.org/entity/Q595094,姉妹,しまい
http://www.wikidata.org/entity/Q596077,反例,はんれい
http://www.wikidata.org/entity/Q596566,筆箱,ふでばこ
http://www.wikidata.org/entity/Q598221,山城,やましろ
http://www.wikidata.org/entity/Q600396,魚肉,ぎょにく
http://www.wikidata.org/entity/Q602346,成家,なりいえ
http://www.wikidata.org/entity/Q602963,氷期,ひょうき
http://www.wikidata.org/entity/Q603773,講義,こうぎ
http://www.wikidata.org/entity/Q607112,三体,さんたい
http://www.wikidata.org/entity/Q607600,長堂,ちょうどう
http://www.wikidata.org/entity/Q608487,運指,うんし
http://www.wikidata.org/entity/Q609295,成公,せいこう
http://www.wikidata.org/entity/Q609697,招待,しょうたい
http://www.wikidata.org/entity/Q609753,外耳,がいじ
http://www.wikidata.org/entity/Q610038,銀貨,ぎんか
http://www.wikidata.org/entity/Q612136,夏県,なつけん
http://www.wikidata.org/entity/Q618915,豊干,ゆたかかん
http://www.wikidata.org/entity/Q620509,軍郷,ぐんさと
http://www.wikidata.org/entity/Q620995,統覚,とうかく
http://www.wikidata.org/entity/Q621114,教室,きょうしつ
http://www.wikidata.org/entity/Q621695,非難,ひなん
http://www.wikidata.org/entity/Q621922,不信,ふしん
http://www.wikidata.org/entity/Q624824,編隊,へんたい
http://www.wikidata.org/entity/Q625369,愛人,あいじん
http://www.wikidata.org/entity/Q628858,職場,しょくば
http://www.wikidata.org/entity/Q635245,元和,げんな
http://www.wikidata.org/entity/Q638409,母乳,ぼにゅう
http://www.wikidata.org/entity/Q640104,格間,ごうま
http://www.wikidata.org/entity/Q640506,内閣,ないかく
http://www.wikidata.org/entity/Q640692,灯明,とうみょう
http://www.wikidata.org/entity/Q640962,仏性,ぶっしょう
http://www.wikidata.org/entity/Q641118,個性,こせい
http://www.wikidata.org/entity/Q646370,武公,ぶこう
http://www.wikidata.org/entity/Q646378,宣公,せんこう
http://www.wikidata.org/entity/Q649595,手組,てくみ
http://www.wikidata.org/entity/Q651270,投書,とうしょ
http://www.wikidata.org/entity/Q653602,田上,たがみ
http://www.wikidata.org/entity/Q658486,梅雨,つゆ
http://www.wikidata.org/entity/Q661210,天武,てんむ
http://www.wikidata.org/entity/Q662729,公人,きみひと
http://www.wikidata.org/entity/Q662806,岩脈,がんみゃく
http://www.wikidata.org/entity/Q665146,紅夢,くれないゆめ
http://www.wikidata.org/entity/Q669339,卵歯,らんし
http://www.wikidata.org/entity/Q675180,名人,めいじん
http://www.wikidata.org/entity/Q683151,三毒,さんどく
http://www.wikidata.org/entity/Q701330,衛青,えいせい
http://www.wikidata.org/entity/Q701746,白起,はくき
http://www.wikidata.org/entity/Q702813,張英,ちょうえい
http://www.wikidata.org/entity/Q705178,有罪,ゆうざい
http://www.wikidata.org/entity/Q706004,黄権,こうけん
http://www.wikidata.org/entity/Q706643,王連,おうれん
http://www.wikidata.org/entity/Q708959,東人,あずまひと
http://www.wikidata.org/entity/Q709696,武公,ぶこう
http://www.wikidata.org/entity/Q710206,北区,きたく
http://www.wikidata.org/entity/Q711363,明宗,めいしゅう
http://www.wikidata.org/entity/Q711739,北区,きたく
http://www.wikidata.org/entity/Q711973,張休,ちょうきゅう
http://www.wikidata.org/entity/Q712557,白丁,はくちょう
http://www.wikidata.org/entity/Q713535,神宗,しんそう
http://www.wikidata.org/entity/Q713924,済公,すみこう
http://www.wikidata.org/entity/Q715103,台制,だいせい
http://www.wikidata.org/entity/Q715498,大山,おおやま
http://www.wikidata.org/entity/Q717993,張布,ちょうぬの
http://www.wikidata.org/entity/Q719412,成公,せいこう
http://www.wikidata.org/entity/Q720819,良弁,りょうべん
http://www.wikidata.org/entity/Q723206,常温,じょうおん
http://www.wikidata.org/entity/Q725340,足軽,あしがる
http://www.wikidata.org/entity/Q727054,東区,ひがしく
http://www.wikidata.org/entity/Q728629,俳文,はいぶん
http://www.wikidata.org/entity/Q730168,若林,わかばやし
http://www.wikidata.org/entity/Q730392,民会,みんかい
http://www.wikidata.org/entity/Q734898,雪玉,ゆきだま
http://www.wikidata.org/entity/Q736675,馬良,ばりょう
http://www.wikidata.org/entity/Q740046,五明,ごみょう
http://www.wikidata.org/entity/Q741606,織工,しょっこう
http://www.wikidata.org/entity/Q743203,晩春,ばんしゅん
http://www.wikidata.org/entity/Q746294,星川,ほしかわ
http://www.wikidata.org/entity/Q746766,楽園,らくえん
http://www.wikidata.org/entity/Q752511,散打,さんだ
http://www.wikidata.org/entity/Q760330,眼帯,がんたい
http://www.wikidata.org/entity/Q766788,定公,ていこう
http://www.wikidata.org/entity/Q767929,司教,しきょう
http://www.wikidata.org/entity/Q773298,長歌,ちょうか
http://www.wikidata.org/entity/Q783159,後半,こうはん
http://www.wikidata.org/entity/Q784426,打率,だりつ
http://www.wikidata.org/entity/Q795052,個体,こたい
http://www.wikidata.org/entity/Q795053,積算,せきさん
http://www.wikidata.org/entity/Q795246,谷東,たにひがし
http://www.wikidata.org/entity/Q796897,首相,しゅしょう
http://www.wikidata.org/entity/Q797825,城山,しろやま
http://www.wikidata.org/entity/Q798458,春月,しゅんげつ
http://www.wikidata.org/entity/Q804558,幕末,ばくまつ
http://www.wikidata.org/entity/Q810247,基線,きせん
http://www.wikidata.org/entity/Q813912,状態,じょうたい
http://www.wikidata.org/entity/Q814999,回心,えしん
http://www.wikidata.org/entity/Q815726,連帯,れんたい
http://www.wikidata.org/entity/Q816871,木工,もっこう
http://www.wikidata.org/entity/Q819684,山神,さんしん
http://www.wikidata.org/entity/Q829937,九歌,きゅううた
http://www.wikidata.org/entity/Q830457,雲量,うんりょう
http://www.wikidata.org/entity/Q833643,永楽,えいらく
http://www.wikidata.org/entity/Q833948,河平,かわたいら
http://www.wikidata.org/entity/Q834007,枝角,えだづの
http://www.wikidata.org/entity/Q834191,校正,こうせい
http://www.wikidata.org/entity/Q834370,相輪,そうりん
http://www.wikidata.org/entity/Q834765,建始,けんし
http://www.wikidata.org/entity/Q836142,周通,しゅうとおり
http://www.wikidata.org/entity/Q836327,真情,しんじょう
http://www.wikidata.org/entity/Q838038,建元,けんげん
http://www.wikidata.org/entity/Q838133,張清,ちょうきよし
http://www.wikidata.org/entity/Q839659,葉序,ようじょ
http://www.wikidata.org/entity/Q840185,太初,たいしょ
http://www.wikidata.org/entity/Q840235,太康,たやすし
http://www.wikidata.org/entity/Q840262,済水,すみみず
http://www.wikidata.org/entity/Q840396,理想,りそう
http://www.wikidata.org/entity/Q840448,春雨,はるさめ
http://www.wikidata.org/entity/Q840797,徳島,とくしま
http://www.wikidata.org/entity/Q840999,入試,にゅうし
http://www.wikidata.org/entity/Q841376,諸王,しょおう
http://www.wikidata.org/entity/Q842222,永康,えいこう
http://www.wikidata.org/entity/Q842303,銭復,せんふく
http://www.wikidata.org/entity/Q842384,油角,あぶらかく
http://www.wikidata.org/entity/Q843971,東安,とうあん
http://www.wikidata.org/entity/Q845060,極値,きょくち
http://www.wikidata.org/entity/Q845080,断面,だんめん
http://www.wikidata.org/entity/Q845339,気温,きおん
http://www.wikidata.org/entity/Q846929,船橋,ふなばし
http://www.wikidata.org/entity/Q850210,収益,しゅうえき
http://www.wikidata.org/entity/Q854223,地区,ちく
http://www.wikidata.org/entity/Q855478,北区,きたく
http://www.wikidata.org/entity/Q855686,張横,ちょうおう
http://www.wikidata.org/entity/Q858496,軍政,ぐんせい
http://www.wikidata.org/entity/Q858576,調律,ちょうりつ
http://www.wikidata.org/entity/Q858894,四大,よんだい
http://www.wikidata.org/entity/Q860647,関市,かんし
http://www.wikidata.org/entity/Q865970,石勇,せきゆう
http://www.wikidata.org/entity/Q866298,骨材,こつざい
http://www.wikidata.org/entity/Q871556,原駅,はらえき
http://www.wikidata.org/entity/Q875205,合有,ごうゆう
http://www.wikidata.org/entity/Q875301,厳島,いつくしま
http://www.wikidata.org/entity/Q875313,書経,しょきょう
