リンク,漢字,仮名
http://www.wikidata.org/entity/Q253623,特許,とっきょ
http://www.wikidata.org/entity/Q258003,暴動,ぼうどう
http://www.wikidata.org/entity/Q285076,朝敵,ちょうてき
http://www.wikidata.org/entity/Q293764,東風,ひがしかぜ
http://www.wikidata.org/entity/Q300561,四季,しき
http://www.wikidata.org/entity/Q311367,国歌,こっか
http://www.wikidata.org/entity/Q331114,国民,こくみん
http://www.wikidata.org/entity/Q335101,京劇,きょうげき
http://www.wikidata.org/entity/Q335140,河童,かっぱ
http://www.wikidata.org/entity/Q371946,将軍,しょうぐん
http://www.wikidata.org/entity/Q372948,色相,しきそう
http://www.wikidata.org/entity/Q388715,皇子,おうじ
http://www.wikidata.org/entity/Q417175,王国,おうこく
http://www.wikidata.org/entity/Q419807,北海,ほっかい
http://www.wikidata.org/entity/Q422679,太陽,たいよう
http://www.wikidata.org/entity/Q424857,大字,おおあざ
http://www.wikidata.org/entity/Q434429,列子,れっし
http://www.wikidata.org/entity/Q452027,幕下,まくした
http://www.wikidata.org/entity/Q452581,君主,くんしゅ
http://www.wikidata.org/entity/Q464599,手紙,てがみ
http://www.wikidata.org/entity/Q464859,色気,いろけ
http://www.wikidata.org/entity/Q465327,責任,せきにん
http://www.wikidata.org/entity/Q471993,死神,しにがみ
http://www.wikidata.org/entity/Q472898,乳母,うば
http://www.wikidata.org/entity/Q476112,身長,しんちょう
http://www.wikidata.org/entity/Q551067,北周,ほくしゅう
http://www.wikidata.org/entity/Q574827,反米,はんべい
http://www.wikidata.org/entity/Q575573,氷山,ひょうざん
http://www.wikidata.org/entity/Q583473,算木,さんぎ
http://www.wikidata.org/entity/Q592442,予後,よご
http://www.wikidata.org/entity/Q598221,山城,やましろ
http://www.wikidata.org/entity/Q602963,氷期,ひょうき
http://www.wikidata.org/entity/Q607112,三体,さんたい
http://www.wikidata.org/entity/Q610038,銀貨,ぎんか
http://www.wikidata.org/entity/Q625369,愛人,あいじん
http://www.wikidata.org/entity/Q638409,母乳,ぼにゅう
http://www.wikidata.org/entity/Q640506,内閣,ないかく
http://www.wikidata.org/entity/Q658486,梅雨,つゆ
http://www.wikidata.org/entity/Q662729,公人,きみひと
http://www.wikidata.org/entity/Q665146,紅夢,くれないゆめ
http://www.wikidata.org/entity/Q683151,三毒,さんどく
http://www.wikidata.org/entity/Q701330,衛青,えいせい
http://www.wikidata.org/entity/Q701746,白起,はくき
http://www.wikidata.org/entity/Q706004,黄権,こうけん
http://www.wikidata.org/entity/Q712557,白丁,はくちょう
http://www.wikidata.org/entity/Q720819,良弁,りょうべん
http://www.wikidata.org/entity/Q725340,足軽,あしがる
http://www.wikidata.org/entity/Q736675,馬良,ばりょう
http://www.wikidata.org/entity/Q752511,散打,さんだ
http://www.wikidata.org/entity/Q767929,司教,しきょう
http://www.wikidata.org/entity/Q784426,打率,だりつ
http://www.wikidata.org/entity/Q796897,首相,しゅしょう
http://www.wikidata.org/entity/Q804558,幕末,ばくまつ
http://www.wikidata.org/entity/Q834007,枝角,えだづの
http://www.wikidata.org/entity/Q834191,校正,こうせい
http://www.wikidata.org/entity/Q840396,理想,りそう
http://www.wikidata.org/entity/Q845339,気温,きおん
http://www.wikidata.org/entity/Q860647,関市,かんし
http://www.wikidata.org/entity/Q875301,厳島,いつくしま
http://www.wikidata.org/entity/Q875313,書経,しょきょう
http://www.wikidata.org/entity/Q877192,茶太,ちゃた
http://www.wikidata.org/entity/Q904801,己未,つちのとひつじ
http://www.wikidata.org/entity/Q946790,茶室,ちゃしつ
http://www.wikidata.org/entity/Q956844,大老,たいろう
http://www.wikidata.org/entity/Q988299,単位,たんい
http://www.wikidata.org/entity/Q1004887,湯治,とうじ
http://www.wikidata.org/entity/Q1040754,団体,だんたい
http://www.wikidata.org/entity/Q1045147,補殺,ほさつ
http://www.wikidata.org/entity/Q1054559,青磁,せいじ
http://www.wikidata.org/entity/Q1058015,一命,いちめい
http://www.wikidata.org/entity/Q1062383,説話,せつわ
http://www.wikidata.org/entity/Q1068172,音圧,おんあつ
http://www.wikidata.org/entity/Q1069584,三身,さんみ
http://www.wikidata.org/entity/Q1071009,国鳥,こくちょう
http://www.wikidata.org/entity/Q1072166,茶屋,ちゃや
http://www.wikidata.org/entity/Q1080137,部隊,ぶたい
http://www.wikidata.org/entity/Q1082861,長波,ちょうは
http://www.wikidata.org/entity/Q1110236,重心,じゅうしん
http://www.wikidata.org/entity/Q1124327,馬肉,ばにく
http://www.wikidata.org/entity/Q1127368,武蔵,むさし
http://www.wikidata.org/entity/Q1139795,国宝,こくほう
http://www.wikidata.org/entity/Q1140647,速球,そっきゅう
http://www.wikidata.org/entity/Q1144855,松島,まつしま
http://www.wikidata.org/entity/Q1145735,延宝,えんぽう
http://www.wikidata.org/entity/Q1156828,束帯,そくたい
http://www.wikidata.org/entity/Q1165430,道士,どうし
http://www.wikidata.org/entity/Q1181358,厳島,いつくしま
http://www.wikidata.org/entity/Q1188570,軍配,ぐんばい
http://www.wikidata.org/entity/Q1189945,電通,でんつう
http://www.wikidata.org/entity/Q1193564,大永,だいえい
http://www.wikidata.org/entity/Q1193702,野党,やとう
http://www.wikidata.org/entity/Q1193891,健忘,けんぼう
http://www.wikidata.org/entity/Q1206838,栄町,さかえまち
http://www.wikidata.org/entity/Q1208885,水色,みずいろ
http://www.wikidata.org/entity/Q1211248,赤潮,あかしお
http://www.wikidata.org/entity/Q1214871,高砂,たかさご
http://www.wikidata.org/entity/Q1297322,衛星,えいせい
http://www.wikidata.org/entity/Q1314278,織物,おりもの
http://www.wikidata.org/entity/Q1316337,破面,はめん
http://www.wikidata.org/entity/Q1324245,工兵,こうへい
http://www.wikidata.org/entity/Q1326574,死球,しきゅう
http://www.wikidata.org/entity/Q1329805,地頭,じとう
http://www.wikidata.org/entity/Q1369776,形相,ぎょうそう
http://www.wikidata.org/entity/Q1378555,混血,こんけつ
http://www.wikidata.org/entity/Q1412581,四書,しかき
http://www.wikidata.org/entity/Q1459905,宇宙,うちゅう
http://www.wikidata.org/entity/Q1472062,通信,つうしん
http://www.wikidata.org/entity/Q1474569,木魚,もくぎょ
http://www.wikidata.org/entity/Q1499199,劇画,げきが
http://www.wikidata.org/entity/Q1554231,資源,しげん
http://www.wikidata.org/entity/Q1588971,初夢,はつゆめ
http://www.wikidata.org/entity/Q1589524,警部,けいぶ
http://www.wikidata.org/entity/Q1727724,呼出,よびだし
http://www.wikidata.org/entity/Q1761296,民宿,みんしゅく
http://www.wikidata.org/entity/Q1775415,女性,じょせい
http://www.wikidata.org/entity/Q2039612,屋台,やたい
http://www.wikidata.org/entity/Q2075410,的屋,てきや
http://www.wikidata.org/entity/Q2102543,属性,ぞくせい
http://www.wikidata.org/entity/Q2132193,流星,りゅうせい
http://www.wikidata.org/entity/Q2163996,帯化,おびか
http://www.wikidata.org/entity/Q2243831,文体,ぶんたい
http://www.wikidata.org/entity/Q2366957,害虫,がいちゅう
http://www.wikidata.org/entity/Q2502661,正義,せいぎ
http://www.wikidata.org/entity/Q2508727,集合,しゅうごう
http://www.wikidata.org/entity/Q2539936,手形,てがた
http://www.wikidata.org/entity/Q2552924,十界,じゅうかい
http://www.wikidata.org/entity/Q2608441,大将,たいしょう
http://www.wikidata.org/entity/Q2613967,中川,なかがわ
http://www.wikidata.org/entity/Q2628117,海軍,かいぐん
http://www.wikidata.org/entity/Q2647465,酒税,しゅぜい
http://www.wikidata.org/entity/Q2667755,死神,しにがみ
http://www.wikidata.org/entity/Q2749804,高輪,たかなわ
http://www.wikidata.org/entity/Q2822900,積雪,せきせつ
http://www.wikidata.org/entity/Q2827755,愛人,あいじん
http://www.wikidata.org/entity/Q2862303,国章,くにあき
http://www.wikidata.org/entity/Q2883644,洗礼,せんれい
http://www.wikidata.org/entity/Q2983393,親日,しんにち
http://www.wikidata.org/entity/Q2984417,黒人,こくじん
http://www.wikidata.org/entity/Q2993181,会衆,かいしゅう
http://www.wikidata.org/entity/Q3019579,増鏡,ますかがみ
http://www.wikidata.org/entity/Q3137529,列強,れっきょう
http://www.wikidata.org/entity/Q3149193,公平,こうへい
http://www.wikidata.org/entity/Q3201665,空気,くうき
http://www.wikidata.org/entity/Q3212626,冷血,れいけつ
http://www.wikidata.org/entity/Q3276412,学歴,がくれき
http://www.wikidata.org/entity/Q3310345,体位,たいい
http://www.wikidata.org/entity/Q3422036,認知,にんち
http://www.wikidata.org/entity/Q3482195,新劇,しんげき
http://www.wikidata.org/entity/Q3530474,徳利,とっくり
http://www.wikidata.org/entity/Q3546149,王子,おうじ
http://www.wikidata.org/entity/Q3574961,放電,ほうでん
http://www.wikidata.org/entity/Q3616853,天使,てんし
http://www.wikidata.org/entity/Q3782954,花火,はなび
http://www.wikidata.org/entity/Q3866960,無常,むじょう
http://www.wikidata.org/entity/Q4222379,漢語,かんご
http://www.wikidata.org/entity/Q4434320,大公,たいこう
http://www.wikidata.org/entity/Q4516355,数列,すうれつ
http://www.wikidata.org/entity/Q4633585,大隊,だいたい
http://www.wikidata.org/entity/Q4833046,東村,ひがしむら
http://www.wikidata.org/entity/Q4833051,東村,ひがしむら
http://www.wikidata.org/entity/Q4859616,七宝,しっぽう
http://www.wikidata.org/entity/Q4921911,神楽,かぐら
http://www.wikidata.org/entity/Q5209182,大京,だいきょう
http://www.wikidata.org/entity/Q5246665,司祭,しさい
http://www.wikidata.org/entity/Q5308718,近世,きんせい
http://www.wikidata.org/entity/Q5327369,町丁,まちちょう
http://www.wikidata.org/entity/Q5327509,小字,こあざ
http://www.wikidata.org/entity/Q5361563,似島,じしま
http://www.wikidata.org/entity/Q5364495,城代,しろだい
http://www.wikidata.org/entity/Q5365499,羽入,はにゅう
http://www.wikidata.org/entity/Q5368745,正史,せいし
http://www.wikidata.org/entity/Q5369489,天正,てんしょう
http://www.wikidata.org/entity/Q5370139,開国,かいこく
http://www.wikidata.org/entity/Q5465449,屋台,やたい
http://www.wikidata.org/entity/Q5520118,登板,とうばん
http://www.wikidata.org/entity/Q5562999,銀河,ぎんが
http://www.wikidata.org/entity/Q5971543,武蔵,むさし
http://www.wikidata.org/entity/Q6137622,丸印,まるじるし
http://www.wikidata.org/entity/Q6434142,古都,こと
http://www.wikidata.org/entity/Q6447542,曲輪,くるわ
http://www.wikidata.org/entity/Q6498286,書法,しょほう
http://www.wikidata.org/entity/Q6498507,世界,せかい
http://www.wikidata.org/entity/Q6581097,男性,だんせい
http://www.wikidata.org/entity/Q6619129,死亡,しぼう
http://www.wikidata.org/entity/Q6883947,混浴,こんよく
http://www.wikidata.org/entity/Q7038679,人間,にんげん
http://www.wikidata.org/entity/Q7435792,行政,ぎょうせい
http://www.wikidata.org/entity/Q7684281,白組,しろぐみ
http://www.wikidata.org/entity/Q7749735,細雪,ささめゆき
http://www.wikidata.org/entity/Q7994501,白人,はくじん
http://www.wikidata.org/entity/Q8013856,絵島,えしま
http://www.wikidata.org/entity/Q8017724,道央,どうおう
http://www.wikidata.org/entity/Q8026819,無線,むせん
http://www.wikidata.org/entity/Q9131128,連隊,れんたい
http://www.wikidata.org/entity/Q9166501,貨車,かしゃ
http://www.wikidata.org/entity/Q10753560,学名,がくめい
http://www.wikidata.org/entity/Q10825126,同人,どうじん
http://www.wikidata.org/entity/Q10828323,安南,あんなん
http://www.wikidata.org/entity/Q10855050,改易,かいえき
http://www.wikidata.org/entity/Q10870027,東宮,とうぐう
http://www.wikidata.org/entity/Q10886147,市民,しみん
http://www.wikidata.org/entity/Q10939206,天命,てんめい
http://www.wikidata.org/entity/Q10940502,天皇,てんのう
http://www.wikidata.org/entity/Q10942718,女優,じょゆう
http://www.wikidata.org/entity/Q11060274,版画,はんが
http://www.wikidata.org/entity/Q11063844,康徳,やすのり
http://www.wikidata.org/entity/Q11087744,明和,めいわ
http://www.wikidata.org/entity/Q11198623,E電,Eでん
http://www.wikidata.org/entity/Q11255946,Z会,Zかい
http://www.wikidata.org/entity/Q11271835,州都,しゅうと
http://www.wikidata.org/entity/Q11352524,一宮,いちのみや
http://www.wikidata.org/entity/Q11354623,三和,さんわ
http://www.wikidata.org/entity/Q11367841,中食,ちゅうしょく
http://www.wikidata.org/entity/Q11368780,主税,ちから
http://www.wikidata.org/entity/Q11370382,九星,きゅうせい
http://www.wikidata.org/entity/Q11374719,京職,きょうしき
http://www.wikidata.org/entity/Q11386370,修身,しゅうしん
http://www.wikidata.org/entity/Q11386396,俳号,はいごう
http://www.wikidata.org/entity/Q11395612,出島,でじま
http://www.wikidata.org/entity/Q11407160,卒業,そつぎょう
http://www.wikidata.org/entity/Q11408858,単立,たんりつ
http://www.wikidata.org/entity/Q11409108,印税,いんぜい
http://www.wikidata.org/entity/Q11409689,原泉,げんせん
http://www.wikidata.org/entity/Q11411242,古希,こき
http://www.wikidata.org/entity/Q11420411,国主,こくしゅ
http://www.wikidata.org/entity/Q11431226,夜会,やかい
http://www.wikidata.org/entity/Q11431231,夜光,やこう
http://www.wikidata.org/entity/Q11446281,女中,じょちゅう
http://www.wikidata.org/entity/Q11455652,宿老,しゅくろう
http://www.wikidata.org/entity/Q11480911,希望,きぼう
http://www.wikidata.org/entity/Q11481804,幕張,まくはり
http://www.wikidata.org/entity/Q11481849,幕臣,ばくしん
http://www.wikidata.org/entity/Q11483599,平野,へいや
http://www.wikidata.org/entity/Q11483600,平野,へいや
http://www.wikidata.org/entity/Q11488740,得度,とくど
http://www.wikidata.org/entity/Q11499675,敵討,かたきうち
http://www.wikidata.org/entity/Q11503674,新田,にった
http://www.wikidata.org/entity/Q11505353,日新,にっしん
http://www.wikidata.org/entity/Q11509624,日油,にちあぶら
http://www.wikidata.org/entity/Q11514881,暖冬,だんとう
http://www.wikidata.org/entity/Q11516044,月山,がっさん
http://www.wikidata.org/entity/Q11518258,木場,きば
http://www.wikidata.org/entity/Q11519496,未来,みらい
http://www.wikidata.org/entity/Q11520543,本牧,ほんもく
http://www.wikidata.org/entity/Q11535680,栄村,さかえむら
http://www.wikidata.org/entity/Q11535685,栄村,さかえむら
http://www.wikidata.org/entity/Q11535717,栄町,さかえまち
http://www.wikidata.org/entity/Q11535719,栄町,さかえまち
http://www.wikidata.org/entity/Q11535720,栄町,さかえまち
http://www.wikidata.org/entity/Q11538591,梅田,うめだ
http://www.wikidata.org/entity/Q11539966,森泉,もりいずみ
http://www.wikidata.org/entity/Q11563518,湯島,ゆしま
http://www.wikidata.org/entity/Q11564133,源氏,げんじ
http://www.wikidata.org/entity/Q11571300,犬鳴,いぬなき
http://www.wikidata.org/entity/Q11572778,玉葉,ぎょくよう
http://www.wikidata.org/entity/Q11577573,由夏,ゆか
http://www.wikidata.org/entity/Q11580415,白銅,はくどう
http://www.wikidata.org/entity/Q11580453,白馬,はくば
http://www.wikidata.org/entity/Q11590335,神木,かみき
http://www.wikidata.org/entity/Q11590731,神童,しんどう
http://www.wikidata.org/entity/Q11591824,福助,ふくすけ
http://www.wikidata.org/entity/Q11591985,福屋,ふくや
http://www.wikidata.org/entity/Q11595948,科目,かもく
http://www.wikidata.org/entity/Q11602745,筋子,すじこ
http://www.wikidata.org/entity/Q11603406,箱男,はこおとこ
http://www.wikidata.org/entity/Q11603970,米久,こめきゅう
http://www.wikidata.org/entity/Q11606312,終電,しゅうでん
http://www.wikidata.org/entity/Q11608774,美優,みゆ
http://www.wikidata.org/entity/Q11609929,義円,ぎえん
http://www.wikidata.org/entity/Q11610964,聖女,せいじょ
http://www.wikidata.org/entity/Q11621884,蔵前,くらまえ
http://www.wikidata.org/entity/Q11625158,大判,おおばん
http://www.wikidata.org/entity/Q11626054,行幸,ぎょうこう
http://www.wikidata.org/entity/Q11630438,親政,しんせい
http://www.wikidata.org/entity/Q11635923,赤羽,あかばね
http://www.wikidata.org/entity/Q11640137,進士,しんじ
http://www.wikidata.org/entity/Q11642599,選日,せんにち
http://www.wikidata.org/entity/Q11643245,部品,ぶひん
http://www.wikidata.org/entity/Q11644678,里道,りどう
http://www.wikidata.org/entity/Q11653342,文音,あやね
http://www.wikidata.org/entity/Q11655103,門葉,もんよう
http://www.wikidata.org/entity/Q11655196,開国,かいこく
http://www.wikidata.org/entity/Q11656112,関氏,かんし
http://www.wikidata.org/entity/Q11658114,院号,いんごう
http://www.wikidata.org/entity/Q11658977,障害,しょうがい
http://www.wikidata.org/entity/Q11664927,頭取,とうどり
http://www.wikidata.org/entity/Q11746942,冷戦,れいせん
http://www.wikidata.org/entity/Q11902879,首長,しゅちょう
http://www.wikidata.org/entity/Q12599542,氷点,ひょうてん
http://www.wikidata.org/entity/Q12812333,内閣,ないかく
http://www.wikidata.org/entity/Q13473501,集合,しゅうごう
http://www.wikidata.org/entity/Q13859804,十両,じゅうりょう
http://www.wikidata.org/entity/Q14699093,青春,せいしゅん
http://www.wikidata.org/entity/Q15077962,王子,おうじ
http://www.wikidata.org/entity/Q15710038,山城,やましろ
http://www.wikidata.org/entity/Q15919268,時間,じかん
http://www.wikidata.org/entity/Q15925542,世代,せだい
http://www.wikidata.org/entity/Q15972437,地方,ちほう
http://www.wikidata.org/entity/Q16009153,少将,しょうしょう
http://www.wikidata.org/entity/Q16768005,未来,みらい
http://www.wikidata.org/entity/Q17129727,雲母,うんも
http://www.wikidata.org/entity/Q17157744,時間,じかん
http://www.wikidata.org/entity/Q17211234,四谷,よつや
http://www.wikidata.org/entity/Q17216547,三和,さんわ
http://www.wikidata.org/entity/Q17222729,雲母,うんも
http://www.wikidata.org/entity/Q17224919,台場,だいば
http://www.wikidata.org/entity/Q17226691,仮面,かめん
http://www.wikidata.org/entity/Q17228870,地図,ちず
http://www.wikidata.org/entity/Q17232609,土人,どじん
http://www.wikidata.org/entity/Q17996147,太陽,たいよう
http://www.wikidata.org/entity/Q18110283,軍隊,ぐんたい
http://www.wikidata.org/entity/Q18382802,性別,せいべつ
http://www.wikidata.org/entity/Q18547295,人魚,にんぎょ
http://www.wikidata.org/entity/Q19161710,仮面,かめん
http://www.wikidata.org/entity/Q19600733,自由,じゆう
http://www.wikidata.org/entity/Q19771042,人生,じんせい
http://www.wikidata.org/entity/Q19788937,写真,しゃしん
http://www.wikidata.org/entity/Q19940089,社長,しゃちょう
http://www.wikidata.org/entity/Q20037833,鼻毛,はなげ
http://www.wikidata.org/entity/Q20037850,番町,ばんちょう
http://www.wikidata.org/entity/Q20044480,栄村,さかえむら
http://www.wikidata.org/entity/Q20490227,学校,がっこう
http://www.wikidata.org/entity/Q20899062,無痛,むつう
http://www.wikidata.org/entity/Q22100379,因果,いんが
http://www.wikidata.org/entity/Q22128939,栄町,さかえまち
http://www.wikidata.org/entity/Q22131678,千住,せんじゅ
http://www.wikidata.org/entity/Q22814785,王仁,わに
http://www.wikidata.org/entity/Q23016222,大船,おおふな
http://www.wikidata.org/entity/Q24090432,上野,うえの
http://www.wikidata.org/entity/Q24876512,章平,しょうへい
http://www.wikidata.org/entity/Q24886135,売血,ばいけつ
http://www.wikidata.org/entity/Q26000233,中川,なかがわ
http://www.wikidata.org/entity/Q26000367,高木,たかぎ
http://www.wikidata.org/entity/Q26000480,馬場,ばば
http://www.wikidata.org/entity/Q26157592,新田,にった
http://www.wikidata.org/entity/Q26157631,梅田,うめだ
http://www.wikidata.org/entity/Q26203637,内海,うつみ
http://www.wikidata.org/entity/Q26212719,難波,なんば
http://www.wikidata.org/entity/Q26212765,塩田,しおだ
http://www.wikidata.org/entity/Q26229957,山城,やましろ
http://www.wikidata.org/entity/Q26231294,大和,やまと
http://www.wikidata.org/entity/Q26447816,日向,ひゅうが
http://www.wikidata.org/entity/Q26447820,日向,ひゅうが
http://www.wikidata.org/entity/Q26450023,八島,やしま
http://www.wikidata.org/entity/Q26450036,八島,やしま
http://www.wikidata.org/entity/Q27238274,三宮,さんのみや
http://www.wikidata.org/entity/Q27242713,一宮,いちのみや
http://www.wikidata.org/entity/Q27242849,築地,つきじ
http://www.wikidata.org/entity/Q27242854,築地,つきじ
http://www.wikidata.org/entity/Q27716393,思想,しそう
http://www.wikidata.org/entity/Q28684932,平野,へいや
http://www.wikidata.org/entity/Q28689428,予算,よさん
http://www.wikidata.org/entity/Q28690849,黒船,くろふね
http://www.wikidata.org/entity/Q28691392,自由,じゆう
http://www.wikidata.org/entity/Q28691973,栄町,さかえまち
http://www.wikidata.org/entity/Q28692623,総軍,そうぐん
http://www.wikidata.org/entity/Q29415948,報復,ほうふく
http://www.wikidata.org/entity/Q29425495,地球,ちきゅう
http://www.wikidata.org/entity/Q30925098,水子,みずこ
http://www.wikidata.org/entity/Q30935682,園都,そのみやこ
http://www.wikidata.org/entity/Q38744100,馬場,ばば
http://www.wikidata.org/entity/Q38745428,十王,じゅうおう
http://www.wikidata.org/entity/Q38746425,白山,はくさん
http://www.wikidata.org/entity/Q40004779,宇宙,うちゅう
http://www.wikidata.org/entity/Q40160947,武士,ぶし
http://www.wikidata.org/entity/Q40161219,水城,みずしろ
http://www.wikidata.org/entity/Q42538313,国宗,くにむね
http://www.wikidata.org/entity/Q47092529,千家,せんけ
http://www.wikidata.org/entity/Q48745953,成金,なりきん
http://www.wikidata.org/entity/Q48749144,化石,かせき
http://www.wikidata.org/entity/Q48764846,深海,しんかい
http://www.wikidata.org/entity/Q48765289,東京,とうきょう
http://www.wikidata.org/entity/Q48903102,極楽,ごくらく
http://www.wikidata.org/entity/Q49150201,中黒,なかぐろ
http://www.wikidata.org/entity/Q49333375,松島,まつしま
http://www.wikidata.org/entity/Q49657589,松島,まつしま
http://www.wikidata.org/entity/Q50810928,気候,きこう
